##['TANGGAL', 'JAM', 'SEQUENCE', 'EMITEN', 'OPEN_PRICE', 'HIGH_PRICE', 'LOW_PRICE', 'CLOSE_PRICE', 'VOLUME', 'VALUE', 'FREQUENCY']
['20200226', '160001', '00015756', 'MKNT', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015757', 'MKPI', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015758', 'MLBI', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015759', 'MLIA', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015760', 'MLPL', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015761', 'MLPT', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015762', 'MMLP', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015763', 'MNCN', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015764', 'MPMX', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015765', 'MPOW', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015766', 'MPPA', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015767', 'MRAT', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015768', 'MREI', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015769', 'MSKY', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015770', 'MTDL', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015771', 'MTFN', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015772', 'MTLA', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015773', 'MTRA', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015774', 'MTSM', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015775', 'MYOH', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015776', 'MYOR', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015777', 'MYRX', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015778', 'MYRXP', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015779', 'MYTX', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015780', 'NAGA', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015781', 'NELY', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015782', 'NIKL', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015783', 'NIPS', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015784', 'NIRO', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015785', 'NISP', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015786', 'NOBU', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015787', 'NRCA', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015788', 'OASA', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015789', 'OCAP', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015790', 'OKAS', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015791', 'OMRE', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015792', 'PADI', '00000000430.00', '00000000430.00', '00000000430.00', '00000000430.00', '000000000200', '0000000000086000', '0000001']
['20200226', '160001', '00015793', 'PALM', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015794', 'PANR', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015795', 'PANS', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015796', 'PBRX', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015797', 'PBSA', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015798', 'PDES', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015799', 'PEGE', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015800', 'PGAS', '00000001895.00', '00000002010.00', '00000002000.00', '00000002010.00', '000000026300', '0000000052815000', '0000037']
['20200226', '160001', '00015801', 'PGLI', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015802', 'PICO', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015803', 'PJAA', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015804', 'PKPK', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015805', 'PLAS', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015806', 'PLIN', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015807', 'PNBN', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015808', 'PNBS', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015809', 'PNIN', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015810', 'PNLF', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015811', 'PNSE', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015812', 'POLY', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015813', 'POOL', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015814', 'POOL-W', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015815', 'PORT', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015816', 'POWR', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015817', 'PPRO', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015818', 'PRAS', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015819', 'PRDA', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015820', 'PSAB', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015821', 'PSDN', '00000000143.00', '00000000143.00', '00000000143.00', '00000000143.00', '000000000200', '0000000000028600', '0000001']
['20200226', '160001', '00015822', 'PSKT', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015823', 'PTBA', '00000004700.00', '00000005000.00', '00000004730.00', '00000005000.00', '000000003300', '0000000015771000', '0000008']
['20200226', '160001', '00015824', 'PTIS', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015825', 'PTPP', '00000001715.00', '00000001800.00', '00000001715.00', '00000001800.00', '000000001500', '0000000002630500', '0000008']
['20200226', '160001', '00015826', 'PTRO', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015827', 'PTSN', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015828', 'PTSP', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015829', 'PUDP', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015830', 'PWON', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015831', 'PYFA', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015832', 'R-ABFII', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015833', 'R-LQ45X', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015834', 'RAJA', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015835', 'RALS', '00000001230.00', '00000001230.00', '00000001085.00', '00000001230.00', '000000083700', '0000000100620500', '0000023']
['20200226', '160001', '00015836', 'RANC', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015837', 'RBMS', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015838', 'RDTX', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015839', 'RELI', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015840', 'RICY', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015841', 'RIGS', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015842', 'RIMO', '00000000153.00', '00000000153.00', '00000000153.00', '00000000153.00', '000002131600', '0000000326134800', '0000001']
['20200226', '160001', '00015843', 'RMBA', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015844', 'RODA', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015845', 'ROTI', '00000000100.00', '00000000100.00', '00000000100.00', '00000000100.00', '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015846', 'RUIS', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015847', 'SAFE', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015848', 'SAME', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015849', 'SCBD', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015850', 'SCCO', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015851', 'SCMA', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015852', 'SCPI', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015853', 'SDMU', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015854', 'SDPC', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015855', 'SDRA', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015856', 'SGRO', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015857', 'SHID', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015858', 'SHIP', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015859', 'SIAP', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015860', 'SIDO', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015861', 'SILO', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015862', 'SIMA', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015863', 'SIMP', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015864', 'SIPD', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015865', 'SKBM', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015866', 'SKLT', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015867', 'SKYB', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015868', 'SMAR', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015869', 'SMBR', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015870', 'SMCB', '00000001060.00', '00000001090.00', '00000001055.00', '00000001090.00', '000000057000', '0000000061208000', '0000050']
['20200226', '160001', '00015871', 'SMDM', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015872', 'SMDR', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015873', 'SMGR', '00000013700.00', '00000013600.00', '00000013600.00', '00000013600.00', '000000000100', '0000000001360000', '0000001']
['20200226', '160001', '00015874', 'SMMA', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015875', 'SMMT', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015876', 'SMRA', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015877', 'SMRU', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015878', 'SMSM', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015879', 'SOCI', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015880', 'SONA', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015881', 'SPMA', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015882', 'SQBB', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015883', 'SQBI', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015884', 'SQMI', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015885', 'SRAJ', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015886', 'SRIL', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015887', 'SRSN', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015888', 'SRTG', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015889', 'SSIA', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015890', 'SSMS', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015891', 'SSTM', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015892', 'STAR', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015893', 'STTP', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015894', 'STUP', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015895', 'SUGI', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015896', 'SULI', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015897', 'SUPR', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015898', 'TALF', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015899', 'TAMU', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015900', 'TARA', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015901', 'TAXI', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015902', 'TBIG', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015903', 'TBLA', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015904', 'TBMS', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015905', 'TCID', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015906', 'TELE', '00000001250.00', '00000001250.00', '00000001250.00', '00000001250.00', '000000010100', '0000000012625000', '0000002']
['20200226', '160001', '00015907', 'TFCO', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015908', 'TGKA', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015909', 'TGRA', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015910', 'TIFA', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015911', 'TINS', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015912', 'TIRA', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015913', 'TIRT', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015914', 'TKGA', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015915', 'TKIM', '00000002510.00', '00000002510.00', '00000002510.00', '00000002510.00', '000000000100', '0000000000251000', '0000001']
['20200226', '160001', '00015916', 'TLKM', '00000003620.00', '00000009100.00', '00000009050.00', '00000009100.00', '000000004500', '0000000040750000', '0000011']
['20200226', '160001', '00015917', 'TMAS', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015918', 'TMPI', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015919', 'TMPO', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015920', 'TOBA', '00000001570.00', '00000001570.00', '00000001570.00', '00000001570.00', '000000000100', '0000000000157000', '0000001']
['20200226', '160001', '00015921', 'TOPS', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015922', 'TOTL', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015923', 'TOTO', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015924', 'TOWR', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015925', 'TPIA', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015926', 'TPMA', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015927', 'TRAM', '00000000125.00', '00000000130.00', '00000000125.00', '00000000130.00', '000000000700', '0000000000090500', '0000003']
['20200226', '160001', '00015928', 'TRIL', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015929', 'TRIM', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015930', 'TRIO', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015931', 'TRIS', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015932', 'TRST', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015933', 'TRUB', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015934', 'TRUS', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015935', 'TSPC', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015936', 'TURI', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015937', 'ULTJ', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015938', 'UMKM', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015939', 'UNIC', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015940', 'UNIT', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015941', 'UNSP', '00000000100.00', '00000000100.00', '00000000100.00', '00000000100.00', '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015942', 'UNTR', '00000022900.00', '00000022800.00', '00000022800.00', '00000022800.00', '000000000100', '0000000002280000', '0000001']
['20200226', '160001', '00015943', 'UNVR', '00000044600.00', '00000044550.00', '00000044550.00', '00000044550.00', '000000000100', '0000000004455000', '0000001']
['20200226', '160001', '00015944', 'VICO', '00000000316.00', '00000000316.00', '00000000316.00', '00000000316.00', '000000002000', '0000000000632000', '0000001']
['20200226', '160001', '00015945', 'VINS', '00000000218.00', '00000000218.00', '00000000218.00', '00000000218.00', '000000002000', '0000000000436000', '0000005']
['20200226', '160001', '00015946', 'VINS-W', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015947', 'VIVA', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015948', 'VOKS', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015949', 'VRNA', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015950', 'WAPO', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015951', 'WEHA', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015952', 'WICO', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015953', 'WIIM', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015954', 'WIKA', '00000002000.00', '00000002000.00', '00000001885.00', '00000002000.00', '000000001600', '0000000003142500', '0000004']
['20200226', '160001', '00015955', 'WINS', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015956', 'WOMF', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015957', 'WOOD', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015958', 'WSBP', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015959', 'WSKT', '00000001860.00', '00000001900.00', '00000001810.00', '00000001900.00', '000000002100', '0000000003893000', '0000005']
['20200226', '160001', '00015960', 'WTON', '00000000498.00', '00000000498.00', '00000000498.00', '00000000498.00', '000000020100', '0000000010009800', '0000003']
['20200226', '160001', '00015961', 'XCID', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015962', 'XIIC', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015963', 'XIIF', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015964', 'XIIT', '00000000539.00', '00000000539.00', '00000000539.00', '00000000539.00', '000000100000', '0000000053900000', '0000002']
['20200226', '160001', '00015965', 'XIJI', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015966', 'XISB', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015967', 'XISC', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015968', 'XISI', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015969', 'XISR', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015970', 'XPDV', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015971', 'XPLC', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015972', 'XPLQ', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015973', 'XPTD', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015974', 'YPAS', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015975', 'YULE', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015976', 'ZBRA', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015977', 'AALI', '00000018200.00', '00000018200.00', '00000018200.00', '00000018200.00', '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015978', 'AALI-R', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015979', 'ABBA', '00000000168.00', '00000000168.00', '00000000168.00', '00000000168.00', '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015980', 'ABBA-R', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015981', 'ABDA', '00000007000.00', '00000007000.00', '00000007000.00', '00000007000.00', '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015982', 'ABMM', '00000002150.00', '00000002150.00', '00000002150.00', '00000002150.00', '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015983', 'ACES', '00000001750.00', '00000001750.00', '00000001750.00', '00000001750.00', '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015984', 'ACST', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015985', 'ADES', '00000001300.00', '00000001300.00', '00000001300.00', '00000001300.00', '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015986', 'ADHI', '00000001700.00', '00000001700.00', '00000001700.00', '00000001700.00', '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015987', 'ADMF', '00000006025.00', '00000006025.00', '00000006025.00', '00000006025.00', '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015988', 'ADMG', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015989', 'ADRO', '00000001480.00', '00000001480.00', '00000001480.00', '00000001480.00', '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015990', 'AGII', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015991', 'AGRO', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015992', 'AGRS', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015993', 'AHAP', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015994', 'AIMS', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015995', 'AISA', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015996', 'AKKU', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015997', 'AKPI', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015998', 'AKRA', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00015999', 'AKSI', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00016000', 'ALDO', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00016001', 'ALKA', '00000000130.00', '00000000130.00', '00000000130.00', '00000000130.00', '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00016002', 'ALMI', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00016003', 'ALTO', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00016004', 'AMAG', '00000000398.00', '00000000398.00', '00000000398.00', '00000000398.00', '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00016005', 'AMFG', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00016006', 'AMIN', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00016007', 'AMRT', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00016008', 'ANJT', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00016009', 'ANTM', '00000000900.00', '00000000900.00', '00000000900.00', '00000000900.00', '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00016010', 'APEX', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00016011', 'APIC', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00016012', 'APII', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00016013', 'APLI', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00016014', 'APLN', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00016015', 'APOL', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00016016', 'ARGO', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00016017', 'ARII', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00016018', 'ARMY', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00016019', 'ARNA', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00016020', 'ARTA', None, None, None, None, '000000000000', '0000000000000000', '0000000']
['20200226', '160001', '00016021', 'ARTI', None, None, None, None, '000000000000', '0000000000000000', '0000000']
